id,location_code,province,amphoe,subdistrict,zip_code,node
1310,250109,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,โคกไม้ลาย,25230,
1311,250110,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,ไม้เค็ด,25230,
1312,250111,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,ดงขี้เหล็ก,25000,
1313,250112,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,เนินหอม,25230,
1314,250113,ปราจีนบุรี,อำเภอเมืองปราจีนบุรี,โนนห้อม,25000,
1315,250201,ปราจีนบุรี,อำเภอกบินทร์บุรี,กบินทร์,25110,
1316,250202,ปราจีนบุรี,อำเภอกบินทร์บุรี,เมืองเก่า,25240,
1317,250203,ปราจีนบุรี,อำเภอกบินทร์บุรี,วังดาล,25110,
1318,250204,ปราจีนบุรี,อำเภอกบินทร์บุรี,นนทรี,25110,
1319,250205,ปราจีนบุรี,อำเภอกบินทร์บุรี,ย่านรี,25110,
1320,250206,ปราจีนบุรี,อำเภอกบินทร์บุรี,วังตะเคียน,25110,
1321,250207,ปราจีนบุรี,อำเภอกบินทร์บุรี,หาดนางแก้ว,25110,
1322,250208,ปราจีนบุรี,อำเภอกบินทร์บุรี,ลาดตะเคียน,25110,
1323,250209,ปราจีนบุรี,อำเภอกบินทร์บุรี,บ้านนา,25110,
1324,250210,ปราจีนบุรี,อำเภอกบินทร์บุรี,บ่อทอง,25110,
1325,250211,ปราจีนบุรี,อำเภอกบินทร์บุรี,หนองกี่,25110,
1326,250212,ปราจีนบุรี,อำเภอกบินทร์บุรี,นาแขม,25110,
1327,250213,ปราจีนบุรี,อำเภอกบินทร์บุรี,เขาไม้แก้ว,25110,
1328,250214,ปราจีนบุรี,อำเภอกบินทร์บุรี,วังท่าช้าง,25110,
1329,250301,ปราจีนบุรี,อำเภอนาดี,นาดี,25220,
1330,250302,ปราจีนบุรี,อำเภอนาดี,สำพันตา,25220,
1331,250303,ปราจีนบุรี,อำเภอนาดี,สะพานหิน,25220,
1332,250304,ปราจีนบุรี,อำเภอนาดี,ทุ่งโพธิ์,25220,
1333,250305,ปราจีนบุรี,อำเภอนาดี,แก่งดินสอ,25220,
1334,250306,ปราจีนบุรี,อำเภอนาดี,บุพราหมณ์,25220,
1335,250601,ปราจีนบุรี,อำเภอบ้านสร้าง,บ้านสร้าง,25150,
1336,250602,ปราจีนบุรี,อำเภอบ้านสร้าง,บางกระเบา,25150,
1337,250603,ปราจีนบุรี,อำเภอบ้านสร้าง,บางเตย,25150,
1338,250604,ปราจีนบุรี,อำเภอบ้านสร้าง,บางยาง,25150,
1339,250605,ปราจีนบุรี,อำเภอบ้านสร้าง,บางแตน,25150,
1340,250606,ปราจีนบุรี,อำเภอบ้านสร้าง,บางพลวง,25150,
1341,250607,ปราจีนบุรี,อำเภอบ้านสร้าง,บางปลาร้า,25150,
1342,250608,ปราจีนบุรี,อำเภอบ้านสร้าง,บางขาม,25150,
1343,250609,ปราจีนบุรี,อำเภอบ้านสร้าง,กระทุ่มแพ้ว,25150,
1344,250701,ปราจีนบุรี,อำเภอประจันตคาม,ประจันตคาม,25130,
1345,250702,ปราจีนบุรี,อำเภอประจันตคาม,เกาะลอย,25130,
1346,250703,ปราจีนบุรี,อำเภอประจันตคาม,บ้านหอย,25130,
1347,250704,ปราจีนบุรี,อำเภอประจันตคาม,หนองแสง,25130,
1348,250705,ปราจีนบุรี,อำเภอประจันตคาม,ดงบัง,25130,
1349,250706,ปราจีนบุรี,อำเภอประจันตคาม,คำโตนด,25130,
1350,250707,ปราจีนบุรี,อำเภอประจันตคาม,บุฝ้าย,25130,
1351,250708,ปราจีนบุรี,อำเภอประจันตคาม,หนองแก้ว,25130,
1352,250709,ปราจีนบุรี,อำเภอประจันตคาม,โพธิ์งาม,25130,
1353,250801,ปราจีนบุรี,อำเภอศรีมหาโพธิ,ศรีมหาโพธิ,25140,
1354,250802,ปราจีนบุรี,อำเภอศรีมหาโพธิ,สัมพันธ์,25140,
1355,250803,ปราจีนบุรี,อำเภอศรีมหาโพธิ,บ้านทาม,25140,
1356,250804,ปราจีนบุรี,อำเภอศรีมหาโพธิ,ท่าตูม,25140,
1357,250805,ปราจีนบุรี,อำเภอศรีมหาโพธิ,บางกุ้ง,25140,
1358,250806,ปราจีนบุรี,อำเภอศรีมหาโพธิ,ดงกระทงยาม,25140,
1359,250807,ปราจีนบุรี,อำเภอศรีมหาโพธิ,หนองโพรง,25140,
1360,250808,ปราจีนบุรี,อำเภอศรีมหาโพธิ,หัวหว้า,25140,
1361,250809,ปราจีนบุรี,อำเภอศรีมหาโพธิ,หาดยาง,25140,
1362,250810,ปราจีนบุรี,อำเภอศรีมหาโพธิ,กรอกสมบูรณ์,25140,
1363,250901,ปราจีนบุรี,อำเภอศรีมโหสถ,โคกปีบ,25190,
1364,250902,ปราจีนบุรี,อำเภอศรีมโหสถ,โคกไทย,25190,
1365,250903,ปราจีนบุรี,อำเภอศรีมโหสถ,คู้ลำพัน,25190,
1366,250904,ปราจีนบุรี,อำเภอศรีมโหสถ,ไผ่ชะเลือด,25190,
1367,260101,นครนายก,อำเภอเมืองนครนายก,นครนายก,26000,
1368,260102,นครนายก,อำเภอเมืองนครนายก,ท่าช้าง,26000,
1369,260103,นครนายก,อำเภอเมืองนครนายก,บ้านใหญ่,26000,
1370,260104,นครนายก,อำเภอเมืองนครนายก,วังกระโจม,26000,
1371,260105,นครนายก,อำเภอเมืองนครนายก,ท่าทราย,26000,
1372,260106,นครนายก,อำเภอเมืองนครนายก,ดอนยอ,26000,
1373,260107,นครนายก,อำเภอเมืองนครนายก,ศรีจุฬา,26000,
1374,260108,นครนายก,อำเภอเมืองนครนายก,ดงละคร,26000,
1375,260109,นครนายก,อำเภอเมืองนครนายก,ศรีนาวา,26000,
1376,260110,นครนายก,อำเภอเมืองนครนายก,สาริกา,26000,
1377,260111,นครนายก,อำเภอเมืองนครนายก,หินตั้ง,26000,
1378,260112,นครนายก,อำเภอเมืองนครนายก,เขาพระ,26000,
1379,260113,นครนายก,อำเภอเมืองนครนายก,พรหมณี,26000,"ยกเว้น ต.พรหมณี หมู่ที่ 1, 13 ภายในบริเวณโรงเรียนนายร้อยจปร. และโรงเรียนปิยชาติ ใช้รหัสไปรษณีย์ 26001"
1380,260201,นครนายก,อำเภอปากพลี,เกาะหวาย,26130,
1381,260202,นครนายก,อำเภอปากพลี,เกาะโพธิ์,26130,
1382,260203,นครนายก,อำเภอปากพลี,ปากพลี,26130,
1383,260204,นครนายก,อำเภอปากพลี,โคกกรวด,26130,
1384,260205,นครนายก,อำเภอปากพลี,ท่าเรือ,26130,
1385,260206,นครนายก,อำเภอปากพลี,หนองแสง,26130,
1386,260207,นครนายก,อำเภอปากพลี,นาหินลาด,26130,
1387,260301,นครนายก,อำเภอบ้านนา,บ้านนา,26110,
1388,260302,นครนายก,อำเภอบ้านนา,บ้านพร้าว,26110,
1389,260303,นครนายก,อำเภอบ้านนา,บ้านพริก,26110,
1390,260304,นครนายก,อำเภอบ้านนา,อาษา,26110,
1391,260305,นครนายก,อำเภอบ้านนา,ทองหลาง,26110,
1392,260306,นครนายก,อำเภอบ้านนา,บางอ้อ,26110,
1393,260307,นครนายก,อำเภอบ้านนา,พิกุลออก,26110,
1394,260308,นครนายก,อำเภอบ้านนา,ป่าขะ,26110,
1395,260309,นครนายก,อำเภอบ้านนา,เขาเพิ่ม,26110,
1396,260310,นครนายก,อำเภอบ้านนา,ศรีกะอาง,26110,
1397,260401,นครนายก,อำเภอองครักษ์,พระอาจารย์,26120,
1398,260402,นครนายก,อำเภอองครักษ์,บึงศาล,26120,
1399,260403,นครนายก,อำเภอองครักษ์,ศีรษะกระบือ,26120,
1400,260404,นครนายก,อำเภอองครักษ์,โพธิ์แทน,26120,
1401,260405,นครนายก,อำเภอองครักษ์,บางสมบูรณ์,26120,
1402,260406,นครนายก,อำเภอองครักษ์,ทรายมูล,26120,
1403,260407,นครนายก,อำเภอองครักษ์,บางปลากด,26120,
1404,260408,นครนายก,อำเภอองครักษ์,บางลูกเสือ,26120,
1405,260409,นครนายก,อำเภอองครักษ์,องครักษ์,26120,
1406,260410,นครนายก,อำเภอองครักษ์,ชุมพล,26120,
1407,260411,นครนายก,อำเภอองครักษ์,คลองใหญ่,26120,
1408,270101,สระแก้ว,อำเภอเมืองสระแก้ว,สระแก้ว,27000,
1409,270102,สระแก้ว,อำเภอเมืองสระแก้ว,บ้านแก้ง,27000,
1410,270103,สระแก้ว,อำเภอเมืองสระแก้ว,ศาลาลำดวน,27000,
1411,270104,สระแก้ว,อำเภอเมืองสระแก้ว,โคกปี่ฆ้อง,27000,
1412,270105,สระแก้ว,อำเภอเมืองสระแก้ว,ท่าแยก,27000,
1413,270106,สระแก้ว,อำเภอเมืองสระแก้ว,ท่าเกษม,27000,
1414,270108,สระแก้ว,อำเภอเมืองสระแก้ว,สระขวัญ,27000,
1415,270111,สระแก้ว,อำเภอเมืองสระแก้ว,หนองบอน,27000,
1416,270201,สระแก้ว,อำเภอคลองหาด,คลองหาด,27260,
1417,270202,สระแก้ว,อำเภอคลองหาด,ไทยอุดม,27260,
1418,270203,สระแก้ว,อำเภอคลองหาด,ซับมะกรูด,27260,
1419,270204,สระแก้ว,อำเภอคลองหาด,ไทรเดี่ยว,27260,
1420,270205,สระแก้ว,อำเภอคลองหาด,คลองไก่เถื่อน,27260,
1421,270206,สระแก้ว,อำเภอคลองหาด,เบญจขร,27260,
1422,270207,สระแก้ว,อำเภอคลองหาด,ไทรทอง,27260,
1423,270301,สระแก้ว,อำเภอตาพระยา,ตาพระยา,27180,
1424,270302,สระแก้ว,อำเภอตาพระยา,ทัพเสด็จ,27180,
1425,270306,สระแก้ว,อำเภอตาพระยา,ทัพราช,27180,
1426,270307,สระแก้ว,อำเภอตาพระยา,ทัพไทย,27180,
1427,270309,สระแก้ว,อำเภอตาพระยา,โคคลาน,27180,
1428,270401,สระแก้ว,อำเภอวังน้ำเย็น,วังน้ำเย็น,27210,
1429,270403,สระแก้ว,อำเภอวังน้ำเย็น,ตาหลังใน,27210,
1430,270405,สระแก้ว,อำเภอวังน้ำเย็น,คลองหินปูน,27210,
1431,270406,สระแก้ว,อำเภอวังน้ำเย็น,ทุ่งมหาเจริญ,27210,
1432,270501,สระแก้ว,อำเภอวัฒนานคร,วัฒนานคร,27160,
1433,270502,สระแก้ว,อำเภอวัฒนานคร,ท่าเกวียน,27160,
1434,270503,สระแก้ว,อำเภอวัฒนานคร,ผักขะ,27160,
1435,270504,สระแก้ว,อำเภอวัฒนานคร,โนนหมากเค็ง,27160,
1436,270505,สระแก้ว,อำเภอวัฒนานคร,หนองน้ำใส,27160,
1437,270506,สระแก้ว,อำเภอวัฒนานคร,ช่องกุ่ม,27160,
1438,270507,สระแก้ว,อำเภอวัฒนานคร,หนองแวง,27160,
1439,270508,สระแก้ว,อำเภอวัฒนานคร,แซร์ออ,27160,
1440,270509,สระแก้ว,อำเภอวัฒนานคร,หนองหมากฝ้าย,27160,
1441,270510,สระแก้ว,อำเภอวัฒนานคร,หนองตะเคียนบอน,27160,
1442,270511,สระแก้ว,อำเภอวัฒนานคร,ห้วยโจด,27160,
1443,270601,สระแก้ว,อำเภออรัญประเทศ,อรัญประเทศ,27120,
1444,270602,สระแก้ว,อำเภออรัญประเทศ,เมืองไผ่,27120,
1445,270603,สระแก้ว,อำเภออรัญประเทศ,หันทราย,27120,
1446,270604,สระแก้ว,อำเภออรัญประเทศ,คลองน้ำใส,27120,
1447,270605,สระแก้ว,อำเภออรัญประเทศ,ท่าข้าม,27120,
1448,270606,สระแก้ว,อำเภออรัญประเทศ,ป่าไร่,27120,
1449,270607,สระแก้ว,อำเภออรัญประเทศ,ทับพริก,27120,
1450,270608,สระแก้ว,อำเภออรัญประเทศ,บ้านใหม่หนองไทร,27120,
1451,270609,สระแก้ว,อำเภออรัญประเทศ,ผ่านศึก,27120,
1452,270610,สระแก้ว,อำเภออรัญประเทศ,หนองสังข์,27120,
1453,270611,สระแก้ว,อำเภออรัญประเทศ,คลองทับจันทร์,27120,
1454,270612,สระแก้ว,อำเภออรัญประเทศ,ฟากห้วย,27120,
1455,270613,สระแก้ว,อำเภออรัญประเทศ,บ้านด่าน,27120,
1456,270701,สระแก้ว,อำเภอเขาฉกรรจ์,เขาฉกรรจ์,27000,
1457,270702,สระแก้ว,อำเภอเขาฉกรรจ์,หนองหว้า,27000,
1458,270703,สระแก้ว,อำเภอเขาฉกรรจ์,พระเพลิง,27000,
1459,270704,สระแก้ว,อำเภอเขาฉกรรจ์,เขาสามสิบ,27000,
1460,270801,สระแก้ว,อำเภอโคกสูง,โคกสูง,27120,
1461,270802,สระแก้ว,อำเภอโคกสูง,หนองม่วง,27180,
1462,270803,สระแก้ว,อำเภอโคกสูง,หนองแวง,27180,
1463,270804,สระแก้ว,อำเภอโคกสูง,โนนหมากมุ่น,27120,
1464,270901,สระแก้ว,อำเภอวังสมบูรณ์,วังสมบูรณ์,27250,
1465,270902,สระแก้ว,อำเภอวังสมบูรณ์,วังใหม่,27250,"ยกเว้น ต.วังใหม่ หมู่ที่ 2-4 และหมู่ที่ 10 เลขที่ 56, 69/1, 74-75, 92-94, 104-105, 113-115, 126, 134-146 ใช้รหัสไปรษณีย์ 27210"
1466,270903,สระแก้ว,อำเภอวังสมบูรณ์,วังทอง,27250,
1467,300101,นครราชสีมา,อำเภอเมืองนครราชสีมา,ในเมือง,30000,
1468,300102,นครราชสีมา,อำเภอเมืองนครราชสีมา,โพธิ์กลาง,30000,
1469,300103,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองจะบก,30000,
1470,300104,นครราชสีมา,อำเภอเมืองนครราชสีมา,โคกสูง,30310,
1471,300105,นครราชสีมา,อำเภอเมืองนครราชสีมา,มะเริง,30000,
1472,300106,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองระเวียง,30000,
1473,300107,นครราชสีมา,อำเภอเมืองนครราชสีมา,ปรุใหญ่,30000,
1474,300108,นครราชสีมา,อำเภอเมืองนครราชสีมา,หมื่นไวย,30000,
1475,300109,นครราชสีมา,อำเภอเมืองนครราชสีมา,พลกรัง,30000,
1476,300110,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองไผ่ล้อม,30000,
1477,300111,นครราชสีมา,อำเภอเมืองนครราชสีมา,หัวทะเล,30000,
1478,300112,นครราชสีมา,อำเภอเมืองนครราชสีมา,บ้านเกาะ,30000,
1479,300113,นครราชสีมา,อำเภอเมืองนครราชสีมา,บ้านใหม่,30000,
1480,300114,นครราชสีมา,อำเภอเมืองนครราชสีมา,พุดซา,30000,
1481,300115,นครราชสีมา,อำเภอเมืองนครราชสีมา,บ้านโพธิ์,30310,
1482,300116,นครราชสีมา,อำเภอเมืองนครราชสีมา,จอหอ,30310,
1483,300117,นครราชสีมา,อำเภอเมืองนครราชสีมา,โคกกรวด,30280,
1484,300118,นครราชสีมา,อำเภอเมืองนครราชสีมา,ไชยมงคล,30000,
1485,300119,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองบัวศาลา,30000,
1486,300120,นครราชสีมา,อำเภอเมืองนครราชสีมา,สุรนารี,30000,
1487,300121,นครราชสีมา,อำเภอเมืองนครราชสีมา,สีมุม,30000,
1488,300122,นครราชสีมา,อำเภอเมืองนครราชสีมา,ตลาด,30310,
1489,300123,นครราชสีมา,อำเภอเมืองนครราชสีมา,พะเนา,30000,
1490,300124,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองกระทุ่ม,30000,
1491,300125,นครราชสีมา,อำเภอเมืองนครราชสีมา,หนองไข่น้ำ,30310,
1492,300201,นครราชสีมา,อำเภอครบุรี,แชะ,30250,
1493,300202,นครราชสีมา,อำเภอครบุรี,เฉลียง,30250,
1494,300203,นครราชสีมา,อำเภอครบุรี,ครบุรี,30250,
1495,300204,นครราชสีมา,อำเภอครบุรี,โคกกระชาย,30250,
1496,300205,นครราชสีมา,อำเภอครบุรี,จระเข้หิน,30250,
1497,300206,นครราชสีมา,อำเภอครบุรี,มาบตะโกเอน,30250,
1498,300207,นครราชสีมา,อำเภอครบุรี,อรพิมพ์,30250,
1499,300208,นครราชสีมา,อำเภอครบุรี,บ้านใหม่,30250,
1500,300209,นครราชสีมา,อำเภอครบุรี,ลำเพียก,30250,
1501,300210,นครราชสีมา,อำเภอครบุรี,ครบุรีใต้,30250,
1502,300211,นครราชสีมา,อำเภอครบุรี,ตะแบกบาน,30250,
1503,300212,นครราชสีมา,อำเภอครบุรี,สระว่านพระยา,30250,
1504,300301,นครราชสีมา,อำเภอเสิงสาง,เสิงสาง,30330,
1505,300302,นครราชสีมา,อำเภอเสิงสาง,สระตะเคียน,30330,
1506,300303,นครราชสีมา,อำเภอเสิงสาง,โนนสมบูรณ์,30330,
1507,300304,นครราชสีมา,อำเภอเสิงสาง,กุดโบสถ์,30330,
1508,300305,นครราชสีมา,อำเภอเสิงสาง,สุขไพบูลย์,30330,
1509,300306,นครราชสีมา,อำเภอเสิงสาง,บ้านราษฎร์,30330,
1510,300401,นครราชสีมา,อำเภอคง,เมืองคง,30260,
1511,300402,นครราชสีมา,อำเภอคง,คูขาด,30260,
1512,300403,นครราชสีมา,อำเภอคง,เทพาลัย,30260,
1513,300404,นครราชสีมา,อำเภอคง,ตาจั่น,30260,
1514,300405,นครราชสีมา,อำเภอคง,บ้านปรางค์,30260,
1515,300406,นครราชสีมา,อำเภอคง,หนองมะนาว,30260,
1516,300407,นครราชสีมา,อำเภอคง,หนองบัว,30260,
1517,300408,นครราชสีมา,อำเภอคง,โนนเต็ง,30260,
1518,300409,นครราชสีมา,อำเภอคง,ดอนใหญ่,30260,
1519,300410,นครราชสีมา,อำเภอคง,ขามสมบูรณ์,30260,
1520,300501,นครราชสีมา,อำเภอบ้านเหลื่อม,บ้านเหลื่อม,30350,
1521,300502,นครราชสีมา,อำเภอบ้านเหลื่อม,วังโพธิ์,30350,
1522,300503,นครราชสีมา,อำเภอบ้านเหลื่อม,โคกกระเบื้อง,30350,
1523,300504,นครราชสีมา,อำเภอบ้านเหลื่อม,ช่อระกา,30350,
1524,300601,นครราชสีมา,อำเภอจักราช,จักราช,30230,
1525,300603,นครราชสีมา,อำเภอจักราช,ทองหลาง,30230,
1526,300604,นครราชสีมา,อำเภอจักราช,สีสุก,30230,
1527,300605,นครราชสีมา,อำเภอจักราช,หนองขาม,30230,
1528,300607,นครราชสีมา,อำเภอจักราช,หนองพลวง,30230,
1529,300610,นครราชสีมา,อำเภอจักราช,ศรีละกอ,30230,
1530,300611,นครราชสีมา,อำเภอจักราช,คลองเมือง,30230,
1531,300613,นครราชสีมา,อำเภอจักราช,หินโคน,30230,
1532,300701,นครราชสีมา,อำเภอโชคชัย,กระโทก,30190,
1533,300702,นครราชสีมา,อำเภอโชคชัย,พลับพลา,30190,
1534,300703,นครราชสีมา,อำเภอโชคชัย,ท่าอ่าง,30190,
1535,300704,นครราชสีมา,อำเภอโชคชัย,ทุ่งอรุณ,30190,
1536,300705,นครราชสีมา,อำเภอโชคชัย,ท่าลาดขาว,30190,
1537,300706,นครราชสีมา,อำเภอโชคชัย,ท่าจะหลุง,30190,
1538,300707,นครราชสีมา,อำเภอโชคชัย,ท่าเยี่ยม,30190,
1539,300708,นครราชสีมา,อำเภอโชคชัย,โชคชัย,30190,
1540,300709,นครราชสีมา,อำเภอโชคชัย,ละลมใหม่พัฒนา,30190,
1541,300710,นครราชสีมา,อำเภอโชคชัย,ด่านเกวียน,30190,
1542,300801,นครราชสีมา,อำเภอด่านขุนทด,กุดพิมาน,30210,
1543,300802,นครราชสีมา,อำเภอด่านขุนทด,ด่านขุนทด,30210,
1544,300803,นครราชสีมา,อำเภอด่านขุนทด,ด่านนอก,30210,
1545,300804,นครราชสีมา,อำเภอด่านขุนทด,ด่านใน,30210,
1546,300805,นครราชสีมา,อำเภอด่านขุนทด,ตะเคียน,30210,
1547,300806,นครราชสีมา,อำเภอด่านขุนทด,บ้านเก่า,30210,
1548,300807,นครราชสีมา,อำเภอด่านขุนทด,บ้านแปรง,36220,
1549,300808,นครราชสีมา,อำเภอด่านขุนทด,พันชนะ,30210,
1550,300809,นครราชสีมา,อำเภอด่านขุนทด,สระจรเข้,30210,
1551,300810,นครราชสีมา,อำเภอด่านขุนทด,หนองกราด,30210,
1552,300811,นครราชสีมา,อำเภอด่านขุนทด,หนองบัวตะเกียด,30210,
1553,300812,นครราชสีมา,อำเภอด่านขุนทด,หนองบัวละคร,30210,
1554,300813,นครราชสีมา,อำเภอด่านขุนทด,หินดาด,30210,
1555,300815,นครราชสีมา,อำเภอด่านขุนทด,ห้วยบง,30210,
1556,300817,นครราชสีมา,อำเภอด่านขุนทด,โนนเมืองพัฒนา,30210,
1557,300818,นครราชสีมา,อำเภอด่านขุนทด,หนองไทร,36220,
1558,300901,นครราชสีมา,อำเภอโนนไทย,โนนไทย,30220,
1559,300902,นครราชสีมา,อำเภอโนนไทย,ด่านจาก,30220,
1560,300903,นครราชสีมา,อำเภอโนนไทย,กำปัง,30220,
1561,300904,นครราชสีมา,อำเภอโนนไทย,สำโรง,30220,
1562,300905,นครราชสีมา,อำเภอโนนไทย,ค้างพลู,30220,
1563,300906,นครราชสีมา,อำเภอโนนไทย,บ้านวัง,30220,
1564,300907,นครราชสีมา,อำเภอโนนไทย,บัลลังก์,30220,
1565,300908,นครราชสีมา,อำเภอโนนไทย,สายออ,30220,
1566,300909,นครราชสีมา,อำเภอโนนไทย,ถนนโพธิ์,30220,
1567,300914,นครราชสีมา,อำเภอโนนไทย,มะค่า,30220,
1568,301001,นครราชสีมา,อำเภอโนนสูง,โนนสูง,30160,
1569,301002,นครราชสีมา,อำเภอโนนสูง,ใหม่,30160,
1570,301003,นครราชสีมา,อำเภอโนนสูง,โตนด,30160,
1571,301004,นครราชสีมา,อำเภอโนนสูง,บิง,30160,
1572,301005,นครราชสีมา,อำเภอโนนสูง,ดอนชมพู,30160,
1573,301006,นครราชสีมา,อำเภอโนนสูง,ธารปราสาท,30420,
1574,301007,นครราชสีมา,อำเภอโนนสูง,หลุมข้าว,30160,
1575,301008,นครราชสีมา,อำเภอโนนสูง,มะค่า,30160,
1576,301009,นครราชสีมา,อำเภอโนนสูง,พลสงคราม,30160,
1577,301010,นครราชสีมา,อำเภอโนนสูง,จันอัด,30160,
1578,301011,นครราชสีมา,อำเภอโนนสูง,ขามเฒ่า,30160,
1579,301012,นครราชสีมา,อำเภอโนนสูง,ด่านคล้า,30160,
1580,301013,นครราชสีมา,อำเภอโนนสูง,ลำคอหงษ์,30160,
1581,301014,นครราชสีมา,อำเภอโนนสูง,เมืองปราสาท,30160,
1582,301015,นครราชสีมา,อำเภอโนนสูง,ดอนหวาย,30160,
1583,301016,นครราชสีมา,อำเภอโนนสูง,ลำมูล,30160,
1584,301101,นครราชสีมา,อำเภอขามสะแกแสง,ขามสะแกแสง,30290,
1585,301102,นครราชสีมา,อำเภอขามสะแกแสง,โนนเมือง,30290,
1586,301103,นครราชสีมา,อำเภอขามสะแกแสง,เมืองนาท,30290,
1587,301104,นครราชสีมา,อำเภอขามสะแกแสง,ชีวึก,30290,
1588,301105,นครราชสีมา,อำเภอขามสะแกแสง,พะงาด,30290,
1589,301106,นครราชสีมา,อำเภอขามสะแกแสง,หนองหัวฟาน,30290,
1590,301107,นครราชสีมา,อำเภอขามสะแกแสง,เมืองเกษตร,30290,
1591,301201,นครราชสีมา,อำเภอบัวใหญ่,บัวใหญ่,30120,
1592,301203,นครราชสีมา,อำเภอบัวใหญ่,ห้วยยาง,30120,
1593,301204,นครราชสีมา,อำเภอบัวใหญ่,เสมาใหญ่,30120,
1594,301206,นครราชสีมา,อำเภอบัวใหญ่,ดอนตะหนิน,30120,
1595,301207,นครราชสีมา,อำเภอบัวใหญ่,หนองบัวสะอาด,30120,
1596,301208,นครราชสีมา,อำเภอบัวใหญ่,โนนทองหลาง,30120,
1597,301214,นครราชสีมา,อำเภอบัวใหญ่,กุดจอก,30120,
1598,301215,นครราชสีมา,อำเภอบัวใหญ่,ด่านช้าง,30120,
1599,301220,นครราชสีมา,อำเภอบัวใหญ่,ขุนทอง,30120,
1600,301224,นครราชสีมา,อำเภอบัวใหญ่,หนองแจ้งใหญ่,30120,
1601,301301,นครราชสีมา,อำเภอประทาย,ประทาย,30180,
1602,301303,นครราชสีมา,อำเภอประทาย,กระทุ่มราย,30180,
1603,301304,นครราชสีมา,อำเภอประทาย,วังไม้แดง,30180,
1604,301306,นครราชสีมา,อำเภอประทาย,ตลาดไทร,30180,
1605,301307,นครราชสีมา,อำเภอประทาย,หนองพลวง,30180,
1606,301308,นครราชสีมา,อำเภอประทาย,หนองค่าย,30180,
1607,301309,นครราชสีมา,อำเภอประทาย,หันห้วยทราย,30180,
1608,301310,นครราชสีมา,อำเภอประทาย,ดอนมัน,30180,
1609,301313,นครราชสีมา,อำเภอประทาย,นางรำ,30180,
1610,301314,นครราชสีมา,อำเภอประทาย,โนนเพ็ด,30180,
1611,301315,นครราชสีมา,อำเภอประทาย,ทุ่งสว่าง,30180,
1612,301317,นครราชสีมา,อำเภอประทาย,โคกกลาง,30180,
1613,301318,นครราชสีมา,อำเภอประทาย,เมืองโดน,30180,
1614,301401,นครราชสีมา,อำเภอปักธงชัย,เมืองปัก,30150,
1615,301402,นครราชสีมา,อำเภอปักธงชัย,ตะคุ,30150,
1616,301403,นครราชสีมา,อำเภอปักธงชัย,โคกไทย,30150,
1617,301404,นครราชสีมา,อำเภอปักธงชัย,สำโรง,30150,
1618,301405,นครราชสีมา,อำเภอปักธงชัย,ตะขบ,30150,
1619,301406,นครราชสีมา,อำเภอปักธงชัย,นกออก,30150,
1620,301407,นครราชสีมา,อำเภอปักธงชัย,ดอน,30150,
1621,301409,นครราชสีมา,อำเภอปักธงชัย,ตูม,30150,
1622,301410,นครราชสีมา,อำเภอปักธงชัย,งิ้ว,30150,
1623,301411,นครราชสีมา,อำเภอปักธงชัย,สะแกราช,30150,
1624,301412,นครราชสีมา,อำเภอปักธงชัย,ลำนางแก้ว,30150,
1625,301416,นครราชสีมา,อำเภอปักธงชัย,ภูหลวง,30150,
1626,301417,นครราชสีมา,อำเภอปักธงชัย,ธงชัยเหนือ,30150,
1627,301418,นครราชสีมา,อำเภอปักธงชัย,สุขเกษม,30150,
1628,301419,นครราชสีมา,อำเภอปักธงชัย,เกษมทรัพย์,30150,
1629,301420,นครราชสีมา,อำเภอปักธงชัย,บ่อปลาทอง,30150,
1630,301501,นครราชสีมา,อำเภอพิมาย,ในเมือง,30110,
1631,301502,นครราชสีมา,อำเภอพิมาย,สัมฤทธิ์,30110,
1632,301503,นครราชสีมา,อำเภอพิมาย,โบสถ์,30110,
1633,301504,นครราชสีมา,อำเภอพิมาย,กระเบื้องใหญ่,30110,
1634,301505,นครราชสีมา,อำเภอพิมาย,ท่าหลวง,30110,
1635,301506,นครราชสีมา,อำเภอพิมาย,รังกาใหญ่,30110,
1636,301507,นครราชสีมา,อำเภอพิมาย,ชีวาน,30110,
1637,301508,นครราชสีมา,อำเภอพิมาย,นิคมสร้างตนเอง,30110,
1638,301509,นครราชสีมา,อำเภอพิมาย,กระชอน,30110,
1639,301510,นครราชสีมา,อำเภอพิมาย,ดงใหญ่,30110,
1640,301511,นครราชสีมา,อำเภอพิมาย,ธารละหลอด,30110,
1641,301512,นครราชสีมา,อำเภอพิมาย,หนองระเวียง,30110,
1642,301601,นครราชสีมา,อำเภอห้วยแถลง,ห้วยแถลง,30240,
1643,301602,นครราชสีมา,อำเภอห้วยแถลง,ทับสวาย,30240,
1644,301603,นครราชสีมา,อำเภอห้วยแถลง,เมืองพลับพลา,30240,
