id,location_code,province,amphoe,subdistrict,zip_code,node
1,100101,กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง,10200,
2,100102,กรุงเทพมหานคร,เขตพระนคร,วังบูรพาภิรมย์,10200,
3,100103,กรุงเทพมหานคร,เขตพระนคร,วัดราชบพิธ,10200,
4,100104,กรุงเทพมหานคร,เขตพระนคร,สำราญราษฎร์,10200,
5,100105,กรุงเทพมหานคร,เขตพระนคร,ศาลเจ้าพ่อเสือ,10200,
6,100106,กรุงเทพมหานคร,เขตพระนคร,เสาชิงช้า,10200,
7,100107,กรุงเทพมหานคร,เขตพระนคร,บวรนิเวศ,10200,
8,100108,กรุงเทพมหานคร,เขตพระนคร,ตลาดยอด,10200,
9,100109,กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม,10200,
10,100110,กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,10200,
11,100111,กรุงเทพมหานคร,เขตพระนคร,บางขุนพรหม,10200,
12,100112,กรุงเทพมหานคร,เขตพระนคร,วัดสามพระยา,10200,
13,100201,กรุงเทพมหานคร,เขตดุสิต,ดุสิต,10300,
14,100202,กรุงเทพมหานคร,เขตดุสิต,วชิรพยาบาล,10300,
15,100203,กรุงเทพมหานคร,เขตดุสิต,สวนจิตรลดา,10300,ยกเว้น พระราชวังดุสิต สวนจิตรลดา ใช้รหัสไปรษณีย์ 10303
16,100204,กรุงเทพมหานคร,เขตดุสิต,สี่แยกมหานาค,10300,
17,100206,กรุงเทพมหานคร,เขตดุสิต,ถนนนครไชยศรี,10300,
18,100301,กรุงเทพมหานคร,เขตหนองจอก,กระทุ่มราย,10530,
19,100302,กรุงเทพมหานคร,เขตหนองจอก,หนองจอก,10530,
20,100303,กรุงเทพมหานคร,เขตหนองจอก,คลองสิบ,10530,
21,100304,กรุงเทพมหานคร,เขตหนองจอก,คลองสิบสอง,10530,
22,100305,กรุงเทพมหานคร,เขตหนองจอก,โคกแฝด,10530,
23,100306,กรุงเทพมหานคร,เขตหนองจอก,คู้ฝั่งเหนือ,10530,
24,100307,กรุงเทพมหานคร,เขตหนองจอก,ลำผักชี,10530,
25,100308,กรุงเทพมหานคร,เขตหนองจอก,ลำต้อยติ่ง,10530,
26,100401,กรุงเทพมหานคร,เขตบางรัก,มหาพฤฒาราม,10500,
27,100402,กรุงเทพมหานคร,เขตบางรัก,สีลม,10500,
28,100403,กรุงเทพมหานคร,เขตบางรัก,สุริยวงศ์,10500,
29,100404,กรุงเทพมหานคร,เขตบางรัก,บางรัก,10500,ยกเว้น หน่วยงานของ ปณท ที่ตั้งในบริเวณ ไปรษณีย์กลาง ใช้รหัสไปรษณีย์ 10501
30,100405,กรุงเทพมหานคร,เขตบางรัก,สี่พระยา,10500,
31,100502,กรุงเทพมหานคร,เขตบางเขน,อนุสาวรีย์,10220,
32,100508,กรุงเทพมหานคร,เขตบางเขน,ท่าแร้ง,10220,ยกเว้น หมู่ 8-10 ท่าแร้ง ใช้รหัสไปรษณีย์ 10230
33,100601,กรุงเทพมหานคร,เขตบางกะปิ,คลองจั่น,10240,ยกเว้น หมู่บ้านเสรี ใช้รหัสไปรษณีย์ 10250
34,100608,กรุงเทพมหานคร,เขตบางกะปิ,หัวหมาก,10240,
35,100701,กรุงเทพมหานคร,เขตปทุมวัน,รองเมือง,10330,
36,100702,กรุงเทพมหานคร,เขตปทุมวัน,วังใหม่,10330,
37,100703,กรุงเทพมหานคร,เขตปทุมวัน,ปทุมวัน,10330,
38,100704,กรุงเทพมหานคร,เขตปทุมวัน,ลุมพินี,10330,
39,100801,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,10100,
40,100802,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,10100,
41,100803,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,คลองมหานาค,10100,
42,100804,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,บ้านบาตร,10100,
43,100805,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,10100,
44,100905,กรุงเทพมหานคร,เขตพระโขนง,บางจาก,10260,
45,101001,กรุงเทพมหานคร,เขตมีนบุรี,มีนบุรี,10510,
46,101002,กรุงเทพมหานคร,เขตมีนบุรี,แสนแสบ,10510,
47,101101,กรุงเทพมหานคร,เขตลาดกระบัง,ลาดกระบัง,10520,
48,101102,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสองต้นนุ่น,10520,
49,101103,กรุงเทพมหานคร,เขตลาดกระบัง,คลองสามประเวศ,10520,
50,101104,กรุงเทพมหานคร,เขตลาดกระบัง,ลำปลาทิว,10520,
51,101105,กรุงเทพมหานคร,เขตลาดกระบัง,ทับยาว,10520,
52,101106,กรุงเทพมหานคร,เขตลาดกระบัง,ขุมทอง,10520,
53,101203,กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,10120,
54,101204,กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง,10120,
55,101301,กรุงเทพมหานคร,เขตสัมพันธวงศ์,จักรวรรดิ,10100,
56,101302,กรุงเทพมหานคร,เขตสัมพันธวงศ์,สัมพันธวงศ์,10100,
57,101303,กรุงเทพมหานคร,เขตสัมพันธวงศ์,ตลาดน้อย,10100,
58,101401,กรุงเทพมหานคร,เขตพญาไท,สามเสนใน,10400,
59,101501,กรุงเทพมหานคร,เขตธนบุรี,วัดกัลยาณ์,10600,
60,101502,กรุงเทพมหานคร,เขตธนบุรี,หิรัญรูจี,10600,
61,101503,กรุงเทพมหานคร,เขตธนบุรี,บางยี่เรือ,10600,
62,101504,กรุงเทพมหานคร,เขตธนบุรี,บุคคโล,10600,
63,101505,กรุงเทพมหานคร,เขตธนบุรี,ตลาดพลู,10600,
64,101506,กรุงเทพมหานคร,เขตธนบุรี,ดาวคะนอง,10600,
65,101507,กรุงเทพมหานคร,เขตธนบุรี,สำเหร่,10600,
66,101601,กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดอรุณ,10600,
67,101602,กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดท่าพระ,10600,
68,101701,กรุงเทพมหานคร,เขตห้วยขวาง,ห้วยขวาง,10310,
69,101702,กรุงเทพมหานคร,เขตห้วยขวาง,บางกะปิ,10310,
70,101704,กรุงเทพมหานคร,เขตห้วยขวาง,สามเสนนอก,10310,
71,101801,กรุงเทพมหานคร,เขตคลองสาน,สมเด็จเจ้าพระยา,10600,
72,101802,กรุงเทพมหานคร,เขตคลองสาน,คลองสาน,10600,
73,101803,กรุงเทพมหานคร,เขตคลองสาน,บางลำภูล่าง,10600,
74,101804,กรุงเทพมหานคร,เขตคลองสาน,คลองต้นไทร,10600,
75,101901,กรุงเทพมหานคร,เขตตลิ่งชัน,คลองชักพระ,10170,
76,101902,กรุงเทพมหานคร,เขตตลิ่งชัน,ตลิ่งชัน,10170,
77,101903,กรุงเทพมหานคร,เขตตลิ่งชัน,ฉิมพลี,10170,
78,101904,กรุงเทพมหานคร,เขตตลิ่งชัน,บางพรม,10170,
79,101905,กรุงเทพมหานคร,เขตตลิ่งชัน,บางระมาด,10170,
80,101907,กรุงเทพมหานคร,เขตตลิ่งชัน,บางเชือกหนัง,10170,
81,102004,กรุงเทพมหานคร,เขตบางกอกน้อย,ศิริราช,10700,
82,102005,กรุงเทพมหานคร,เขตบางกอกน้อย,บ้านช่างหล่อ,10700,
83,102006,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนนนท์,10700,
84,102007,กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนศรี,10700,
85,102009,กรุงเทพมหานคร,เขตบางกอกน้อย,อรุณอมรินทร์,10700,
86,102105,กรุงเทพมหานคร,เขตบางขุนเทียน,ท่าข้าม,10150,
87,102107,กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ,10150,
88,102201,กรุงเทพมหานคร,เขตภาษีเจริญ,บางหว้า,10160,
89,102202,กรุงเทพมหานคร,เขตภาษีเจริญ,บางด้วน,10160,
90,102206,กรุงเทพมหานคร,เขตภาษีเจริญ,บางจาก,10160,
91,102207,กรุงเทพมหานคร,เขตภาษีเจริญ,บางแวก,10160,
92,102208,กรุงเทพมหานคร,เขตภาษีเจริญ,คลองขวาง,10160,
93,102209,กรุงเทพมหานคร,เขตภาษีเจริญ,ปากคลองภาษีเจริญ,10160,
94,102210,กรุงเทพมหานคร,เขตภาษีเจริญ,คูหาสวรรค์,10160,
95,102302,กรุงเทพมหานคร,เขตหนองแขม,หนองแขม,10160,
96,102303,กรุงเทพมหานคร,เขตหนองแขม,หนองค้างพลู,10160,
97,102401,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,ราษฎร์บูรณะ,10140,
98,102402,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,บางปะกอก,10140,
99,102501,กรุงเทพมหานคร,เขตบางพลัด,บางพลัด,10700,
100,102502,กรุงเทพมหานคร,เขตบางพลัด,บางอ้อ,10700,
101,102503,กรุงเทพมหานคร,เขตบางพลัด,บางบำหรุ,10700,
102,102504,กรุงเทพมหานคร,เขตบางพลัด,บางยี่ขัน,10700,
103,102601,กรุงเทพมหานคร,เขตดินแดง,ดินแดง,10400,
104,102701,กรุงเทพมหานคร,เขตบึงกุ่ม,คลองกุ่ม,10240,ยกเว้น หมู่ 7-12 คลองกุ่ม ใช้รหัสไปรษณีย์ 10230
105,102704,กรุงเทพมหานคร,เขตบึงกุ่ม,นวมินทร์,10240,
106,102705,กรุงเทพมหานคร,เขตบึงกุ่ม,นวลจันทร์,10240,
107,102801,กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน,10120,
108,102802,กรุงเทพมหานคร,เขตสาทร,ยานนาวา,10120,
109,102803,กรุงเทพมหานคร,เขตสาทร,ทุ่งมหาเมฆ,10120,
110,102901,กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ,10800,
111,102902,กรุงเทพมหานคร,เขตบางซื่อ,วงศ์สว่าง,10800,
112,103001,กรุงเทพมหานคร,เขตจตุจักร,ลาดยาว,10900,
113,103002,กรุงเทพมหานคร,เขตจตุจักร,เสนานิคม,10900,
114,103003,กรุงเทพมหานคร,เขตจตุจักร,จันทรเกษม,10900,
115,103004,กรุงเทพมหานคร,เขตจตุจักร,จอมพล,10900,
116,103005,กรุงเทพมหานคร,เขตจตุจักร,จตุจักร,10900,
117,103101,กรุงเทพมหานคร,เขตบางคอแหลม,บางคอแหลม,10120,
118,103102,กรุงเทพมหานคร,เขตบางคอแหลม,วัดพระยาไกร,10120,
119,103103,กรุงเทพมหานคร,เขตบางคอแหลม,บางโคล่,10120,
120,103201,กรุงเทพมหานคร,เขตประเวศ,ประเวศ,10250,
121,103202,กรุงเทพมหานคร,เขตประเวศ,หนองบอน,10250,
122,103203,กรุงเทพมหานคร,เขตประเวศ,ดอกไม้,10250,
123,103301,กรุงเทพมหานคร,เขตคลองเตย,คลองเตย,10110,
124,103302,กรุงเทพมหานคร,เขตคลองเตย,คลองตัน,10110,
125,103303,กรุงเทพมหานคร,เขตคลองเตย,พระโขนง,10110,"ยกเว้น แขวงพระโขนง เฉพาะซอยสุขุมวิท 48/1,48/4,50 และถนนทางรถไฟเก่าสายปากน้ำ เลขคี่ 6021-6689, เลขคู่ 1928-2422 ใช้รหัสไปรษณีย์ 10260"
126,103401,กรุงเทพมหานคร,เขตสวนหลวง,สวนหลวง,10250,
127,103501,กรุงเทพมหานคร,เขตจอมทอง,บางขุนเทียน,10150,
128,103502,กรุงเทพมหานคร,เขตจอมทอง,บางค้อ,10150,
129,103503,กรุงเทพมหานคร,เขตจอมทอง,บางมด,10150,
130,103504,กรุงเทพมหานคร,เขตจอมทอง,จอมทอง,10150,
131,103602,กรุงเทพมหานคร,เขตดอนเมือง,สีกัน,10210,
132,103604,กรุงเทพมหานคร,เขตดอนเมือง,ดอนเมือง,10210,
133,103605,กรุงเทพมหานคร,เขตดอนเมือง,สนามบิน,10210,
134,103701,กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท,10400,
135,103702,กรุงเทพมหานคร,เขตราชเทวี,ถนนพญาไท,10400,
136,103703,กรุงเทพมหานคร,เขตราชเทวี,ถนนเพชรบุรี,10400,
137,103704,กรุงเทพมหานคร,เขตราชเทวี,มักกะสัน,10400,
138,103801,กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว,10230,
139,103802,กรุงเทพมหานคร,เขตลาดพร้าว,จรเข้บัว,10230,
140,103901,กรุงเทพมหานคร,เขตวัฒนา,คลองเตยเหนือ,10110,
141,103902,กรุงเทพมหานคร,เขตวัฒนา,คลองตันเหนือ,10110,
142,103903,กรุงเทพมหานคร,เขตวัฒนา,พระโขนงเหนือ,10110,"ยกเว้น แขวงพระโขนงเหนือ เฉพาะซอยสุขุมวิท 73,75,75/1,77 ถนนอ่อนนุช เฉพาะซอยคี่ 1-299 และซอยคู่ 2-252, 77/1,79,81 ใช้รหัสไปรษณีย์ 10260"
143,104001,กรุงเทพมหานคร,เขตบางแค,บางแค,10160,
144,104002,กรุงเทพมหานคร,เขตบางแค,บางแคเหนือ,10160,
145,104003,กรุงเทพมหานคร,เขตบางแค,บางไผ่,10160,
146,104004,กรุงเทพมหานคร,เขตบางแค,หลักสอง,10160,
147,104101,กรุงเทพมหานคร,เขตหลักสี่,ทุ่งสองห้อง,10210,ยกเว้น ศูนย์ไปรษณีย์หลักสี่ ใช้รหัสไปรษณีย์ 10260
148,104102,กรุงเทพมหานคร,เขตหลักสี่,ตลาดบางเขน,10210,
149,104201,กรุงเทพมหานคร,เขตสายไหม,สายไหม,10220,
150,104202,กรุงเทพมหานคร,เขตสายไหม,ออเงิน,10220,
151,104203,กรุงเทพมหานคร,เขตสายไหม,คลองถนน,10220,
152,104301,กรุงเทพมหานคร,เขตคันนายาว,คันนายาว,10230,
153,104302,กรุงเทพมหานคร,เขตคันนายาว,รามอินทรา,10230,
154,104401,กรุงเทพมหานคร,เขตสะพานสูง,สะพานสูง,10240,ยกเว้น หมู่ที่ 12-17 แขวงสะพานสูง ใช้รหัสไปรษณีย์ 10250
155,104501,กรุงเทพมหานคร,เขตวังทองหลาง,วังทองหลาง,10310,
156,104502,กรุงเทพมหานคร,เขตวังทองหลาง,สะพานสอง,10310,
157,104503,กรุงเทพมหานคร,เขตวังทองหลาง,คลองเจ้าคุณสิงห์,10310,
158,104504,กรุงเทพมหานคร,เขตวังทองหลาง,พลับพลา,10310,
159,104601,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันตก,10510,
160,104602,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันออก,10510,
161,104603,กรุงเทพมหานคร,เขตคลองสามวา,บางชัน,10510,
162,104604,กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดิน,10510,
163,104605,กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดินใต้,10510,
164,104701,กรุงเทพมหานคร,เขตบางนา,บางนา,10260,
165,104801,กรุงเทพมหานคร,เขตทวีวัฒนา,ทวีวัฒนา,10170,
166,104802,กรุงเทพมหานคร,เขตทวีวัฒนา,ศาลาธรรมสพน์,10170,
167,104901,กรุงเทพมหานคร,เขตทุ่งครุ,บางมด,10140,
168,104902,กรุงเทพมหานคร,เขตทุ่งครุ,ทุ่งครุ,10140,
169,105001,กรุงเทพมหานคร,เขตบางบอน,บางบอน,10150,
170,110101,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ปากน้ำ,10270,
171,110102,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,สำโรงเหนือ,10270,
172,110103,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางเมือง,10270,
173,110104,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ท้ายบ้าน,10280,
174,110108,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางปูใหม่,10280,
175,110110,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,แพรกษา,10280,
176,110111,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางโปรง,10270,
177,110112,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางปู,10280,
178,110113,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางด้วน,10270,
179,110114,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางเมืองใหม่,10270,
180,110115,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,เทพารักษ์,10270,
181,110116,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ท้ายบ้านใหม่,10280,
182,110117,สมุทรปราการ,อำเภอเมืองสมุทรปราการ,แพรกษาใหม่,10280,
183,110201,สมุทรปราการ,อำเภอบางบ่อ,บางบ่อ,10560,
184,110202,สมุทรปราการ,อำเภอบางบ่อ,บ้านระกาศ,10560,
185,110203,สมุทรปราการ,อำเภอบางบ่อ,บางพลีน้อย,10560,
186,110204,สมุทรปราการ,อำเภอบางบ่อ,บางเพรียง,10560,
187,110205,สมุทรปราการ,อำเภอบางบ่อ,คลองด่าน,10550,
188,110206,สมุทรปราการ,อำเภอบางบ่อ,คลองสวน,10560,
189,110207,สมุทรปราการ,อำเภอบางบ่อ,เปร็ง,10560,
190,110208,สมุทรปราการ,อำเภอบางบ่อ,คลองนิยมยาตรา,10560,
191,110301,สมุทรปราการ,อำเภอบางพลี,บางพลีใหญ่,10540,
192,110302,สมุทรปราการ,อำเภอบางพลี,บางแก้ว,10540,
193,110303,สมุทรปราการ,อำเภอบางพลี,บางปลา,10540,
194,110304,สมุทรปราการ,อำเภอบางพลี,บางโฉลง,10540,
195,110308,สมุทรปราการ,อำเภอบางพลี,ราชาเทวะ,10540,
196,110309,สมุทรปราการ,อำเภอบางพลี,หนองปรือ,10540,ยกเว้น เฉพาะภายในอาคารท่าอากาศยานสุวรรณภูมิ ตำบลหนองปรือ ใช้รหัสไปรษณีย์ 10543
197,110401,สมุทรปราการ,อำเภอพระประแดง,ตลาด,10130,
198,110402,สมุทรปราการ,อำเภอพระประแดง,บางพึ่ง,10130,
199,110403,สมุทรปราการ,อำเภอพระประแดง,บางจาก,10130,
200,110404,สมุทรปราการ,อำเภอพระประแดง,บางครุ,10130,
201,110405,สมุทรปราการ,อำเภอพระประแดง,บางหญ้าแพรก,10130,
202,110406,สมุทรปราการ,อำเภอพระประแดง,บางหัวเสือ,10130,
203,110407,สมุทรปราการ,อำเภอพระประแดง,สำโรงใต้,10130,
204,110408,สมุทรปราการ,อำเภอพระประแดง,บางยอ,10130,
205,110409,สมุทรปราการ,อำเภอพระประแดง,บางกะเจ้า,10130,
206,110410,สมุทรปราการ,อำเภอพระประแดง,บางน้ำผึ้ง,10130,
207,110411,สมุทรปราการ,อำเภอพระประแดง,บางกระสอบ,10130,
208,110412,สมุทรปราการ,อำเภอพระประแดง,บางกอบัว,10130,
209,110413,สมุทรปราการ,อำเภอพระประแดง,ทรงคนอง,10130,
210,110414,สมุทรปราการ,อำเภอพระประแดง,สำโรง,10130,
211,110415,สมุทรปราการ,อำเภอพระประแดง,สำโรงกลาง,10130,
212,110501,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,นาเกลือ,10290,
213,110502,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,บ้านคลองสวน,10290,
214,110503,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,แหลมฟ้าผ่า,10290,
215,110504,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,ปากคลองบางปลากด,10290,
216,110505,สมุทรปราการ,อำเภอพระสมุทรเจดีย์,ในคลองบางปลากด,10290,
217,110601,สมุทรปราการ,อำเภอบางเสาธง,บางเสาธง,10540,
218,110602,สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้น้อย,10540,
219,110603,สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้ใหญ่,10540,
220,120101,นนทบุรี,อำเภอเมืองนนทบุรี,สวนใหญ่,11000,
221,120102,นนทบุรี,อำเภอเมืองนนทบุรี,ตลาดขวัญ,11000,
222,120103,นนทบุรี,อำเภอเมืองนนทบุรี,บางเขน,11000,
223,120104,นนทบุรี,อำเภอเมืองนนทบุรี,บางกระสอ,11000,
224,120105,นนทบุรี,อำเภอเมืองนนทบุรี,ท่าทราย,11000,
225,120106,นนทบุรี,อำเภอเมืองนนทบุรี,บางไผ่,11000,
226,120107,นนทบุรี,อำเภอเมืองนนทบุรี,บางศรีเมือง,11000,
227,120108,นนทบุรี,อำเภอเมืองนนทบุรี,บางกร่าง,11000,
228,120109,นนทบุรี,อำเภอเมืองนนทบุรี,ไทรม้า,11000,
229,120110,นนทบุรี,อำเภอเมืองนนทบุรี,บางรักน้อย,11000,
230,120201,นนทบุรี,อำเภอบางกรวย,วัดชลอ,11130,
231,120202,นนทบุรี,อำเภอบางกรวย,บางกรวย,11130,
232,120203,นนทบุรี,อำเภอบางกรวย,บางสีทอง,11130,
233,120204,นนทบุรี,อำเภอบางกรวย,บางขนุน,11130,
234,120205,นนทบุรี,อำเภอบางกรวย,บางขุนกอง,11130,
235,120206,นนทบุรี,อำเภอบางกรวย,บางคูเวียง,11130,
236,120207,นนทบุรี,อำเภอบางกรวย,มหาสวัสดิ์,11130,
237,120208,นนทบุรี,อำเภอบางกรวย,ปลายบาง,11130,
238,120209,นนทบุรี,อำเภอบางกรวย,ศาลากลาง,11130,
239,120301,นนทบุรี,อำเภอบางใหญ่,บางม่วง,11140,
240,120302,นนทบุรี,อำเภอบางใหญ่,บางแม่นาง,11140,
241,120303,นนทบุรี,อำเภอบางใหญ่,บางเลน,11140,
242,120304,นนทบุรี,อำเภอบางใหญ่,เสาธงหิน,11140,
243,120305,นนทบุรี,อำเภอบางใหญ่,บางใหญ่,11140,
244,120306,นนทบุรี,อำเภอบางใหญ่,บ้านใหม่,11140,
245,120401,นนทบุรี,อำเภอบางบัวทอง,โสนลอย,11110,
246,120402,นนทบุรี,อำเภอบางบัวทอง,บางบัวทอง,11110,
247,120403,นนทบุรี,อำเภอบางบัวทอง,บางรักใหญ่,11110,
248,120404,นนทบุรี,อำเภอบางบัวทอง,บางคูรัด,11110,
249,120405,นนทบุรี,อำเภอบางบัวทอง,ละหาร,11110,
250,120406,นนทบุรี,อำเภอบางบัวทอง,ลำโพ,11110,
251,120407,นนทบุรี,อำเภอบางบัวทอง,พิมลราช,11110,
252,120408,นนทบุรี,อำเภอบางบัวทอง,บางรักพัฒนา,11110,
253,120501,นนทบุรี,อำเภอไทรน้อย,ไทรน้อย,11150,
254,120502,นนทบุรี,อำเภอไทรน้อย,ราษฎร์นิยม,11150,
255,120503,นนทบุรี,อำเภอไทรน้อย,หนองเพรางาย,11150,
256,120504,นนทบุรี,อำเภอไทรน้อย,ไทรใหญ่,11150,
257,120505,นนทบุรี,อำเภอไทรน้อย,ขุนศรี,11150,
258,120506,นนทบุรี,อำเภอไทรน้อย,คลองขวาง,11150,
259,120507,นนทบุรี,อำเภอไทรน้อย,ทวีวัฒนา,11150,
260,120601,นนทบุรี,อำเภอปากเกร็ด,ปากเกร็ด,11120,
261,120602,นนทบุรี,อำเภอปากเกร็ด,บางตลาด,11120,
262,120603,นนทบุรี,อำเภอปากเกร็ด,บ้านใหม่,11120,
263,120604,นนทบุรี,อำเภอปากเกร็ด,บางพูด,11120,
264,120605,นนทบุรี,อำเภอปากเกร็ด,บางตะไนย์,11120,
265,120606,นนทบุรี,อำเภอปากเกร็ด,คลองพระอุดม,11120,
266,120607,นนทบุรี,อำเภอปากเกร็ด,ท่าอิฐ,11120,
267,120608,นนทบุรี,อำเภอปากเกร็ด,เกาะเกร็ด,11120,
268,120609,นนทบุรี,อำเภอปากเกร็ด,อ้อมเกร็ด,11120,
269,120610,นนทบุรี,อำเภอปากเกร็ด,คลองข่อย,11120,
270,120611,นนทบุรี,อำเภอปากเกร็ด,บางพลับ,11120,
271,120612,นนทบุรี,อำเภอปากเกร็ด,คลองเกลือ,11120,
272,130101,ปทุมธานี,อำเภอเมืองปทุมธานี,บางปรอก,12000,
273,130102,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านใหม่,12000,
274,130103,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านกลาง,12000,
275,130104,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านฉาง,12000,
276,130105,ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านกระแชง,12000,
277,130106,ปทุมธานี,อำเภอเมืองปทุมธานี,บางขะแยง,12000,
278,130107,ปทุมธานี,อำเภอเมืองปทุมธานี,บางคูวัด,12000,
279,130108,ปทุมธานี,อำเภอเมืองปทุมธานี,บางหลวง,12000,
280,130109,ปทุมธานี,อำเภอเมืองปทุมธานี,บางเดื่อ,12000,
281,130110,ปทุมธานี,อำเภอเมืองปทุมธานี,บางพูด,12000,
282,130111,ปทุมธานี,อำเภอเมืองปทุมธานี,บางพูน,12000,
283,130112,ปทุมธานี,อำเภอเมืองปทุมธานี,บางกะดี,12000,
284,130113,ปทุมธานี,อำเภอเมืองปทุมธานี,สวนพริกไทย,12000,
285,130114,ปทุมธานี,อำเภอเมืองปทุมธานี,หลักหก,12000,
286,130201,ปทุมธานี,อำเภอคลองหลวง,คลองหนึ่ง,12120,"ยกเว้น ต. คลองหนึ่ง หมู่ที่ 20 เฉพาะเลขที่ 1-55, 57-99 และมหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ใช้รหัสไปรษณีย์ 13180 และมหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต ใช้รหัส 12121"
287,130202,ปทุมธานี,อำเภอคลองหลวง,คลองสอง,12120,
288,130203,ปทุมธานี,อำเภอคลองหลวง,คลองสาม,12120,
289,130204,ปทุมธานี,อำเภอคลองหลวง,คลองสี่,12120,
290,130205,ปทุมธานี,อำเภอคลองหลวง,คลองห้า,12120,ยกเว้น ต.คลองห้า หมู่1 เฉพาะเลขที่ 38 และสถานบำบัดพิเศษหญิงธัญบุรี ใช้รหัสไปรษณีย์ 12110
291,130206,ปทุมธานี,อำเภอคลองหลวง,คลองหก,12120,ยกเว้น ต.คลองหก หมู่1 เฉพาะเลขที่ 39 และสถาบันมหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี ใช้รหัสไปรษณีย์ 12110
292,130207,ปทุมธานี,อำเภอคลองหลวง,คลองเจ็ด,12120,
293,130301,ปทุมธานี,อำเภอธัญบุรี,ประชาธิปัตย์,12130,
294,130302,ปทุมธานี,อำเภอธัญบุรี,บึงยี่โถ,12130,
295,130303,ปทุมธานี,อำเภอธัญบุรี,รังสิต,12110,
296,130304,ปทุมธานี,อำเภอธัญบุรี,ลำผักกูด,12110,
297,130305,ปทุมธานี,อำเภอธัญบุรี,บึงสนั่น,12110,
298,130306,ปทุมธานี,อำเภอธัญบุรี,บึงน้ำรักษ์,12110,
299,130401,ปทุมธานี,อำเภอหนองเสือ,บึงบา,12170,
300,130402,ปทุมธานี,อำเภอหนองเสือ,บึงบอน,12170,
301,130403,ปทุมธานี,อำเภอหนองเสือ,บึงกาสาม,12170,
302,130404,ปทุมธานี,อำเภอหนองเสือ,บึงชำอ้อ,12170,
303,130405,ปทุมธานี,อำเภอหนองเสือ,หนองสามวัง,12170,
304,130406,ปทุมธานี,อำเภอหนองเสือ,ศาลาครุ,12170,
305,130407,ปทุมธานี,อำเภอหนองเสือ,นพรัตน์,12170,
306,130501,ปทุมธานี,อำเภอลาดหลุมแก้ว,ระแหง,12140,
307,130502,ปทุมธานี,อำเภอลาดหลุมแก้ว,ลาดหลุมแก้ว,12140,
308,130503,ปทุมธานี,อำเภอลาดหลุมแก้ว,คูบางหลวง,12140,
309,130504,ปทุมธานี,อำเภอลาดหลุมแก้ว,คูขวาง,12140,
